#From;To;Type;Through;Data;Comment
#
# The canals
#
532;1116;canal;604;1;Valles Canal 1
140;233;canal;211;2;Ceraunia Canal
1116;684;canal;665;3;Valles Canal 2
1103;1100;canal;1111;4;Middle Mars Canal
1328;466;canal;138;5;Space Elevator
# Inner Sea Australe 
#
1247;1999;sea;1306;0;
1256;1986;sea;1290;0;
1999;1378;sea;1356;0;
1986;1378;sea;1385;0;
1579;1488;sea;1477;0;
1986;1398;sea;1380;0;
1579;1398;sea;1427;0;
#
# Inner Sea Aonia 
#
1148;1124;sea;1122;0;
1124;1035;sea;1114;0;
1035;1103;sea;1084;0;
#
567;548;sea;200;0;Valles Inner sea
#
# Impassables
#
#Volcano 1
#

359;315;impassable;0;0;
359;336;impassable;0;0;
359;362;impassable;0;0;
379;362;impassable;0;0;
379;393;impassable;0;0;
379;386;impassable;0;0;
370;386;impassable;0;0;
370;348;impassable;0;0;
350;348;impassable;0;0;
350;315;impassable;0;0;
#
#Volcano 2
#
452;421;impassable;0;0;
431;421;impassable;0;0;
431;402;impassable;0;0;
431;406;impassable;0;0;
445;406;impassable;0;0;
445;439;impassable;0;0;
445;466;impassable;0;0;
475;466;impassable;0;0;
475;490;impassable;0;0;
475;493;impassable;0;0;
475;463;impassable;0;0;
475;421;impassable;0;0;
#
#Versian Mountain
#
1501;1485;impassable;0;0;
#
#Olympus Mons
#
288;262;impassable;0;0;
288;266;impassable;0;0;
288;258;impassable;0;0;
288;291;impassable;0;0;
288;306;impassable;0;0;
311;338;impassable;0;0;
320;338;impassable;0;0;
320;353;impassable;0;0;
335;353;impassable;0;0;
335;365;impassable;0;0;
335;341;impassable;0;0;
335;319;impassable;0;0;
293;319;impassable;0;0;
293;276;impassable;0;0;
293;262;impassable;0;0;
287;262;impassable;0;0;
287;266;impassable;0;0;
#
#Alba Mons
#
55;61;impassable;0;0;
55;77;impassable;0;0;
62;77;impassable;0;0;
62;75;impassable;0;0;
69;75;impassable;0;0;
69;71;impassable;0;0;
75;71;impassable;0;0;
52;71;impassable;0;0;
41;71;impassable;0;0;
#
#Tharsis Planum
#
371;358;impassable;0;0;
371;310;impassable;0;0;
371;311;impassable;0;0;
371;368;impassable;0;0;
371;374;impassable;0;0;
371;398;impassable;0;0;
